row_id,coun_ID,is_urban,age,age_grp,female,married,religion_Id,relationship_to_hh_head_ID,education_level,literacy,employment_category_last_year_Id,employment_type_last_year_Id,share_hh_income_provided,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,poverty_probability,type
1316,4,False,40,30-40,False,True,4,2,3,True,1,4,5,False,True,False,False,0,True,True,False,False,True,1,1,False,False,False,1,True,True,False,2,True,True,False,False,True,True,False,False,False,False,1,0,5,0,test
1317,3,False,36,30-40,False,True,5,2,1,True,1,4,3,False,True,False,False,0,False,False,True,False,True,4,4.25,False,False,False,2,True,False,True,2,False,False,True,True,True,False,True,False,False,False,2,0,5,0,test
1318,5,True,68,40+,False,True,5,2,2,True,1,5,2,False,True,False,False,1,True,False,False,False,False,3,3,False,True,True,2,False,False,False,2,True,False,True,True,True,False,True,True,False,False,2,0,6,0,test
1319,2,False,40,30-40,True,True,3,6,2,True,1,4,4,False,False,False,False,0,False,False,False,True,False,2,4,False,False,False,0,False,False,False,1,False,True,False,True,True,False,False,True,False,False,2,0,2,0,test
1320,4,False,60,40+,True,True,4,1,0,False,4,2,2,False,False,False,False,0,False,False,False,False,False,1,1,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1321,2,False,37,30-40,False,True,3,5,3,True,1,4,2,False,False,False,True,1,True,False,False,False,False,2,5,False,False,False,1,True,True,False,2,False,True,False,True,True,False,False,True,True,False,0,1,1,0,test
1322,3,False,50,40+,True,True,4,6,1,False,1,5,3,False,True,False,False,1,False,False,True,False,True,3,3.666666667,False,True,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1323,6,False,27,19-30,True,True,4,6,2,True,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,1,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1324,6,False,40,30-40,True,False,4,2,0,False,2,2,5,True,False,False,False,0,False,False,True,False,False,0,0,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1325,7,False,58,40+,True,False,5,5,1,False,1,1,2,False,False,False,False,0,False,False,True,False,False,2,2.5,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1326,2,False,29,19-30,False,True,3,5,1,False,1,4,2,False,False,False,True,0,False,False,False,False,False,0,0,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1327,6,False,53,40+,True,True,4,1,0,False,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1328,4,True,47,40+,True,True,5,2,1,False,1,5,4,False,True,False,False,1,True,False,False,False,True,0,0,False,False,False,2,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,2,0,test
1329,3,False,23,19-30,True,True,5,6,2,True,1,5,1,False,True,False,False,2,False,False,True,False,False,1,4,True,True,True,0,True,False,False,1,False,False,True,False,True,False,False,False,False,False,1,0,2,0,test
1330,3,False,53,40+,False,False,5,2,1,True,1,1,4,False,True,False,False,1,True,False,True,False,True,2,4,False,False,False,1,True,False,True,2,False,True,True,False,True,False,True,False,False,False,1,0,4,0,test
1331,4,True,27,19-30,True,True,4,6,1,False,1,5,2,False,True,False,False,2,False,False,True,False,True,3,4.333333333,True,True,True,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1332,6,True,40,30-40,True,True,4,6,0,False,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1333,4,False,40,30-40,True,True,5,6,2,False,1,5,3,False,True,False,False,2,False,True,False,False,True,1,1,False,True,False,0,True,False,False,1,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1334,4,False,18,15-18,True,False,5,3,2,True,2,2,1,False,False,False,False,0,False,False,True,False,False,1,4,False,False,False,0,True,True,False,0,False,False,False,False,False,False,False,False,False,False,0,1,0,0,test
1335,1,True,18,15-18,False,False,4,5,3,True,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,3,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,2,0,test
1336,4,True,45,40+,False,True,4,2,2,True,1,5,5,False,True,False,False,3,False,False,True,False,True,3,1.666666667,True,False,True,2,True,False,False,2,False,True,False,False,True,False,False,False,False,False,0,0,0,0,test
1337,5,True,26,19-30,True,True,5,6,1,True,2,2,2,False,False,False,False,0,True,False,False,True,False,0,0,False,False,False,3,True,True,True,2,True,True,True,False,True,False,True,False,False,False,1,0,5,0,test
1338,2,False,32,30-40,False,True,3,2,1,True,1,4,3,False,False,False,False,0,False,False,True,False,False,2,5,False,False,False,3,True,True,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1339,7,False,31,40+,True,True,5,6,1,True,1,1,2,False,False,False,False,2,True,False,True,False,False,3,5,True,True,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,True,1,0,3,0,test
1340,6,False,30,19-30,True,True,4,6,0,False,2,2,1,False,False,False,False,0,False,False,True,False,True,2,5,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1341,5,True,24,19-30,True,False,5,2,1,True,1,4,4,False,False,True,False,2,False,False,False,True,True,0,0,True,True,True,3,True,True,False,2,True,False,True,False,True,False,True,False,False,False,1,0,3,0,test
1342,1,False,26,19-30,True,True,4,6,0,False,2,2,5,False,False,False,False,0,False,False,True,False,False,1,3,False,False,False,2,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1343,2,True,18,15-18,True,False,3,6,2,True,1,4,2,False,True,True,False,2,True,False,False,True,True,1,2,False,False,False,1,True,False,False,2,False,True,False,True,True,True,False,True,True,False,3,1,6,0,test
1344,1,True,24,19-30,False,True,4,5,3,True,3,3,2,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,2,True,True,False,2,True,False,False,False,False,False,False,False,False,True,1,0,1,0,test
1345,7,False,23,19-30,True,True,5,6,1,True,1,1,2,False,True,False,False,0,False,False,False,False,False,4,4.5,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,True,1,0,1,0,test
1346,5,False,65,40+,True,False,5,2,0,False,3,3,5,False,False,False,False,1,False,True,True,False,True,3,5,True,True,False,1,True,False,False,2,False,False,True,False,True,False,True,False,True,False,1,1,3,0,test
1347,1,False,21,19-30,False,False,4,5,3,True,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,3,True,True,False,2,True,False,False,False,False,False,False,False,False,True,1,0,1,0,test
1348,3,True,33,30-40,True,True,4,2,1,True,1,5,3,False,True,True,False,0,True,False,True,False,True,0,0,False,False,False,1,True,True,True,2,True,True,True,False,True,False,True,False,False,False,2,0,5,0,test
1349,7,True,30,19-30,False,True,4,2,2,True,1,5,4,False,True,False,False,0,True,False,False,False,True,2,5,False,False,False,2,True,True,True,2,False,False,True,False,True,False,True,False,False,False,1,0,3,0,test
1350,2,False,60,40+,True,True,2,6,1,True,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1351,5,False,82,40+,True,True,5,6,1,False,2,2,5,False,False,False,False,1,False,True,True,False,False,0,0,False,False,True,1,False,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,2,0,test
1352,4,True,25,19-30,True,True,4,6,2,True,1,5,2,False,True,False,False,0,False,False,False,False,False,0,0,False,False,False,2,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1353,1,False,21,19-30,True,True,4,6,3,True,2,2,1,False,False,False,False,1,False,False,False,False,False,1,2,False,False,False,1,True,True,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1354,5,False,48,40+,False,True,5,2,1,True,1,5,3,False,True,False,False,0,True,False,True,False,True,0,0,False,False,False,2,True,False,True,2,False,True,True,False,True,False,True,False,False,False,2,0,4,0,test
1355,5,False,60,40+,True,False,4,2,0,False,1,5,5,False,True,False,False,0,False,False,False,False,True,0,0,False,False,False,1,False,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,1,0,test
1356,6,True,47,40+,False,True,4,2,3,True,1,4,4,False,False,False,True,1,False,True,True,False,True,1,2,False,False,True,2,True,True,False,2,False,True,False,False,True,True,False,False,True,True,2,1,3,0,test
1357,4,True,70,40+,False,True,5,2,1,False,1,5,2,False,False,False,False,0,False,False,False,True,False,0,0,False,False,False,1,True,False,False,2,False,True,False,False,True,False,False,False,False,False,0,0,1,0,test
1358,4,True,15,40+,True,False,4,5,0,False,3,3,1,False,False,False,False,3,False,False,False,False,False,3,3,False,False,True,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1359,5,True,15,40+,True,False,5,5,2,True,2,2,1,False,False,False,False,0,True,True,True,False,False,0,0,False,False,False,3,True,True,True,2,True,False,False,False,False,False,False,False,False,True,1,0,2,0,test
1360,4,False,61,40+,True,True,5,6,1,False,3,3,2,False,True,False,False,3,False,False,True,False,True,2,5,True,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1361,7,True,30,19-30,False,True,5,2,1,True,1,1,4,False,True,False,False,1,True,True,True,False,True,3,4.333333333,False,True,False,2,True,False,False,2,False,False,True,False,True,False,False,False,True,False,1,1,4,0,test
1362,7,True,42,40+,True,False,5,1,3,True,1,1,3,False,False,False,False,0,True,False,True,False,False,2,1.5,False,False,False,2,True,False,True,2,True,True,True,False,True,False,True,False,False,False,2,0,4,0,test
1363,4,False,24,19-30,False,True,4,2,2,True,1,1,5,False,True,False,False,2,False,False,True,False,True,2,5,True,True,True,2,True,False,False,2,True,False,False,False,False,False,False,False,True,False,0,1,0,0,test
1364,5,False,19,40+,True,False,5,5,2,True,2,2,2,False,False,False,False,0,False,True,True,True,False,2,2.5,False,False,False,3,True,True,True,2,True,False,False,False,False,False,False,False,False,True,1,0,3,0,test
1365,3,True,31,40+,True,True,4,2,2,True,2,2,1,False,False,False,False,2,False,False,False,False,False,2,1,True,True,True,1,True,False,True,2,True,False,True,False,True,False,True,False,False,False,2,1,9,0,test
1366,3,True,45,40+,True,True,4,6,1,True,2,2,2,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,1,0,1,0,test
1367,5,True,23,19-30,True,False,5,2,1,True,1,1,5,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,1,True,False,True,2,False,False,True,False,True,False,True,False,False,False,1,0,4,0,test
1368,6,False,41,40+,True,True,4,6,1,False,2,2,1,False,False,False,False,0,False,False,True,False,False,1,4,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1369,1,False,26,19-30,True,False,4,5,3,True,5,2,1,False,False,False,False,0,False,False,True,False,False,1,5,False,False,False,2,True,False,True,2,False,False,True,False,True,False,False,False,False,False,1,0,2,0,test
1370,3,False,41,40+,True,True,5,6,1,True,1,5,3,False,True,True,False,0,True,True,False,False,True,2,1,False,False,False,3,True,False,True,2,True,False,True,False,True,False,True,False,False,False,1,0,4,0,test
1371,4,False,54,40+,True,True,5,1,1,False,2,2,3,False,False,False,False,1,False,False,True,False,True,1,5,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1372,3,False,45,40+,False,True,5,2,1,True,1,4,3,False,False,False,False,0,False,False,False,False,False,2,5,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1373,2,True,28,19-30,True,True,3,6,0,False,2,2,5,False,False,False,False,0,True,False,False,False,False,0,0,False,False,False,1,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,1,0,test
1374,1,False,23,19-30,False,True,4,2,2,True,1,5,5,False,False,False,False,1,False,False,False,False,False,0,0,False,False,False,2,True,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,1,0,test
1375,3,False,21,19-30,True,False,5,5,2,True,1,1,1,False,False,True,False,1,True,False,False,False,False,2,4.5,False,False,False,2,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,5,0,test
1376,1,True,40,30-40,False,True,4,2,3,True,1,5,5,False,True,False,False,1,False,False,False,False,True,0,0,True,False,True,2,False,False,True,2,False,True,False,False,True,True,False,False,False,False,2,0,2,0,test
1377,1,False,35,30-40,True,False,4,2,0,False,3,3,5,False,False,False,False,0,False,False,False,False,True,1,1,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1378,1,False,18,15-18,True,True,4,6,1,True,2,2,2,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,True,1,0,1,0,test
1379,4,False,42,40+,True,True,5,6,3,True,1,5,3,False,False,False,True,2,True,False,True,False,True,1,2,False,False,True,3,True,True,True,2,True,True,False,False,True,True,False,False,False,False,1,0,3,0,test
1380,1,False,22,19-30,True,False,4,5,2,True,2,2,1,False,False,False,False,1,False,False,False,False,False,0,0,False,False,False,3,True,True,True,2,True,False,False,False,False,False,False,False,False,True,1,0,2,0,test
1381,4,False,25,19-30,True,True,4,6,1,True,1,4,1,False,True,False,False,1,False,False,False,False,True,1,1,True,True,False,2,True,False,False,2,True,True,True,False,True,True,True,False,False,False,2,0,2,0,test
1382,6,False,85,40+,False,True,4,2,2,True,1,5,2,False,True,False,False,0,False,False,True,False,False,0,0,False,False,False,1,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1383,5,False,48,40+,False,True,5,2,2,True,1,4,5,False,True,False,False,0,True,False,True,True,True,0,0,False,False,False,2,True,False,True,2,False,True,True,True,True,True,True,False,True,False,3,2,9,0,test
1384,7,True,36,30-40,True,False,4,2,0,False,1,5,5,False,True,False,False,0,True,False,True,False,True,2,3.5,False,False,False,2,False,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,3,0,test
1385,4,True,25,19-30,True,True,5,6,1,True,1,5,3,False,False,False,False,0,False,False,False,False,True,1,3,False,False,False,0,True,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1386,7,False,21,19-30,True,True,5,2,1,False,1,5,5,False,False,False,False,0,False,True,True,False,False,1,5,False,False,False,1,False,False,False,2,True,False,False,False,False,False,False,False,True,False,0,1,0,0,test
1387,2,False,30,19-30,False,True,3,2,2,True,1,4,2,False,False,False,False,3,True,False,False,True,False,0,0,False,False,False,1,True,True,True,2,False,True,False,False,True,False,False,False,False,False,0,0,1,0,test
1388,3,False,24,19-30,False,False,5,2,2,True,1,1,4,False,False,False,False,0,True,True,True,False,True,3,4,False,False,False,2,True,True,True,2,False,False,False,False,False,False,False,False,False,True,1,1,4,0,test
1389,2,True,55,40+,False,True,3,6,2,True,1,4,3,False,False,False,False,2,True,False,False,True,False,0,0,False,False,False,0,True,False,False,0,False,True,True,False,True,True,True,False,True,False,4,3,8,0,test
1390,3,True,19,40+,False,False,5,2,1,False,1,1,1,False,False,False,False,0,False,False,False,False,False,1,2,False,False,False,3,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,3,0,test
1391,7,False,24,19-30,True,False,5,4,1,False,1,4,1,False,False,True,False,0,True,True,True,False,False,1,2,False,False,False,1,False,False,True,2,False,False,True,False,True,False,False,False,True,False,1,1,2,0,test
1392,1,True,41,40+,True,True,4,6,2,True,2,2,1,False,False,False,False,2,True,False,True,False,False,1,4,True,True,False,2,False,False,False,2,False,True,False,True,True,False,False,False,False,False,1,0,0,0,test
1393,6,False,38,30-40,False,True,4,2,2,True,1,4,2,False,False,True,False,0,False,False,False,True,False,2,5,False,False,False,2,True,True,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1394,1,False,71,40+,True,True,4,1,0,False,4,2,1,False,False,False,False,0,False,False,False,False,False,4,2.75,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1395,3,True,28,19-30,True,True,4,6,2,True,5,2,1,False,True,False,False,0,True,False,False,True,True,0,0,False,False,False,1,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,5,0,test
1396,5,True,23,19-30,True,True,5,6,2,True,1,4,2,False,True,False,False,2,True,True,False,False,False,1,4,False,True,True,2,True,False,True,2,True,False,False,False,False,False,False,False,True,True,1,1,6,0,test
1397,4,False,45,40+,True,False,5,2,1,False,1,5,2,False,False,False,False,0,False,False,False,False,False,1,5,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1398,5,False,24,19-30,True,False,5,6,1,True,3,3,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,1,False,False,False,2,False,False,True,True,True,False,False,True,False,False,2,0,1,0,test
1399,3,False,24,19-30,True,True,5,6,2,True,1,1,2,False,False,False,False,0,False,False,True,True,False,1,2,False,False,False,2,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1400,1,False,62,40+,True,False,3,1,1,True,2,2,2,False,False,False,False,1,False,False,True,False,False,1,2,False,True,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1401,3,True,21,19-30,True,False,5,5,1,True,5,2,2,False,False,False,False,2,False,False,True,False,False,2,2.5,False,True,False,1,True,False,False,2,True,False,False,False,False,False,False,False,False,True,1,0,3,0,test
1402,4,True,25,19-30,False,False,5,2,2,True,1,5,2,False,True,False,False,0,False,False,False,False,True,0,0,False,False,False,2,True,True,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1403,2,False,22,19-30,False,False,3,2,3,True,2,2,4,False,False,False,False,0,True,False,False,False,False,0,0,False,False,False,3,True,True,True,2,True,True,False,False,True,True,False,False,False,False,1,0,1,0,test
1404,2,False,26,19-30,False,True,3,5,1,False,1,4,2,False,False,True,False,0,False,False,True,False,False,1,2,False,False,False,3,False,False,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1405,1,False,61,40+,False,True,4,2,1,True,1,5,5,False,True,False,False,0,True,False,False,False,True,2,3,False,True,True,2,False,False,False,2,False,True,True,False,True,False,True,False,False,False,2,0,2,0,test
1406,6,False,45,40+,True,True,4,6,0,True,2,2,4,False,False,False,False,1,True,True,True,False,False,0,0,True,False,False,1,False,False,False,2,False,True,False,False,True,False,False,False,True,False,1,1,3,0,test
1407,4,False,30,19-30,True,True,4,6,0,False,2,2,1,False,False,False,False,0,False,False,False,False,False,3,3.333333333,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1408,5,True,58,40+,True,False,5,2,1,False,1,1,3,False,False,False,False,3,False,True,True,False,False,0,0,True,False,True,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1409,2,False,30,19-30,True,True,2,6,2,True,2,2,2,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,1,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,1,0,test
1410,3,False,52,40+,True,True,5,6,1,True,1,1,2,False,True,False,False,1,False,True,False,False,True,3,3.333333333,True,True,False,2,False,False,False,2,False,False,True,False,True,False,True,False,True,False,1,1,1,0,test
1411,2,False,18,15-18,True,False,4,5,1,False,1,1,1,False,False,False,False,1,True,False,False,False,False,1,2,False,False,False,0,False,False,False,1,False,True,False,False,True,False,False,False,False,False,0,0,0,0,test
1412,3,False,30,19-30,True,False,5,2,0,False,1,1,5,False,False,False,False,1,False,False,True,False,False,2,2.5,True,True,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1413,4,False,19,40+,False,False,4,5,3,True,1,5,1,False,True,False,False,0,True,False,False,True,True,2,5,False,False,False,3,True,True,True,2,True,True,False,False,True,False,False,False,False,False,1,0,4,0,test
1414,3,False,57,40+,True,True,4,2,0,True,1,1,2,False,False,False,False,3,False,False,False,False,False,0,0,False,True,False,0,False,False,False,1,False,False,True,False,True,False,True,False,False,False,1,0,1,0,test
1415,7,False,22,19-30,True,True,5,6,2,True,1,4,3,False,False,True,False,1,False,False,True,False,False,2,4,False,False,True,1,True,True,True,2,True,False,True,False,True,False,True,False,True,False,1,2,5,0,test
1416,6,True,60,40+,True,True,4,6,0,False,2,2,4,False,False,False,False,0,False,False,True,False,False,0,0,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1417,5,False,17,15-18,False,False,5,5,2,True,2,2,1,False,False,False,False,0,False,False,False,True,False,0,0,False,False,False,1,True,True,True,2,False,False,False,False,False,False,False,False,False,True,1,0,3,0,test
1418,1,False,17,15-18,False,False,4,5,2,True,1,1,3,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,3,True,False,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1419,4,True,22,19-30,False,False,5,2,3,True,2,2,4,False,False,False,False,0,True,False,False,False,False,0,0,False,False,False,3,True,True,True,2,True,True,False,False,True,True,False,False,False,False,1,0,4,0,test
1420,4,True,18,15-18,True,False,5,5,2,False,2,2,1,False,False,False,False,2,False,False,True,False,False,1,4,False,True,False,3,True,True,False,2,True,False,False,False,False,False,False,False,False,False,1,0,1,0,test
1421,4,False,55,40+,True,False,5,2,0,False,1,5,2,False,True,False,False,0,False,False,True,False,True,0,0,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1422,7,False,30,19-30,False,True,5,6,1,False,1,1,3,False,False,False,False,1,False,True,True,False,False,1,5,True,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1423,1,False,22,19-30,True,True,4,6,2,True,2,2,1,False,False,False,False,0,False,False,True,False,False,1,4,False,False,False,0,True,False,False,1,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1424,1,True,29,19-30,True,True,3,6,2,True,2,2,3,False,False,False,False,0,False,False,False,False,False,1,4,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1425,7,False,30,19-30,False,True,5,2,1,False,1,5,4,False,False,False,False,0,False,False,False,False,False,2,5,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1426,6,True,36,30-40,False,True,4,2,0,True,1,5,5,False,True,False,False,0,False,True,False,False,False,0,0,False,False,False,2,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1427,2,False,18,15-18,True,True,3,5,1,True,1,4,2,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1428,6,False,25,19-30,True,True,4,6,2,True,2,2,4,False,False,False,False,0,False,False,True,False,False,0,0,False,False,False,3,True,True,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1429,5,False,20,19-30,False,False,5,5,2,True,1,1,1,False,False,False,False,0,True,False,False,False,False,3,2.666666667,False,False,False,3,True,True,True,2,True,False,False,False,False,False,False,False,False,True,1,0,5,0,test
1430,6,True,30,19-30,False,True,4,2,2,True,1,5,5,False,True,False,False,0,False,False,True,False,True,0,0,False,False,False,1,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1431,3,False,67,40+,True,False,5,2,1,True,1,1,3,True,False,False,False,0,False,False,False,True,False,0,0,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1432,5,False,25,19-30,True,True,5,6,2,True,1,1,2,False,True,False,False,1,True,False,True,True,True,5,1.4,True,True,True,2,True,False,True,2,True,False,True,False,True,False,True,False,True,False,1,3,6,0,test
1433,5,True,51,40+,True,True,5,6,1,False,2,2,2,False,True,False,False,1,False,True,False,False,True,1,5,True,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,True,True,1,1,2,0,test
1434,2,True,35,30-40,False,True,3,2,2,True,1,1,5,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,3,True,True,True,2,True,True,False,False,True,True,False,False,False,False,1,0,1,0,test
1435,6,False,24,19-30,True,True,4,5,0,False,2,2,4,False,False,False,False,0,False,False,True,False,False,0,0,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1436,7,False,27,19-30,False,True,5,2,1,True,1,1,5,False,False,False,True,3,True,True,True,False,True,4,4.25,False,False,True,2,True,False,True,2,False,True,True,False,True,True,True,False,True,False,2,1,5,0,test
1437,7,False,37,30-40,True,True,5,6,1,True,1,1,3,False,False,False,False,2,False,True,False,False,False,4,4.5,True,True,False,1,False,False,False,2,False,False,True,False,True,False,True,False,True,False,1,1,1,0,test
1438,1,False,45,40+,False,True,4,2,1,True,1,1,4,False,False,False,False,1,False,False,True,False,True,1,3,False,False,True,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1439,7,False,68,40+,True,True,4,6,0,False,1,5,5,False,False,False,False,3,False,True,False,False,False,2,1,True,True,True,0,False,False,False,1,False,False,False,False,False,False,False,False,True,False,0,1,0,0,test
1440,7,True,59,40+,True,False,5,2,2,True,1,5,2,False,True,False,False,2,True,True,True,False,True,2,4.5,False,False,True,2,True,False,False,2,False,False,True,False,True,False,True,False,True,False,1,1,3,0,test
1441,4,False,18,15-18,False,False,5,1,2,True,1,5,2,False,True,False,False,0,True,False,False,False,True,3,3,False,False,False,2,True,False,True,2,True,True,False,False,True,True,False,False,True,False,1,1,1,0,test
1442,2,False,32,30-40,False,True,3,2,0,False,1,4,2,False,False,False,True,0,False,False,False,False,False,0,0,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1443,4,True,30,19-30,True,False,5,5,2,False,5,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,0,True,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1444,1,False,18,15-18,False,False,4,5,1,True,1,1,1,False,False,False,False,0,False,False,False,False,False,1,2,False,False,False,0,True,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1445,2,False,30,19-30,False,True,3,2,1,False,1,1,4,False,False,False,False,1,False,False,False,False,False,0,0,False,True,False,1,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,0,0,test
1446,6,False,22,19-30,False,True,4,5,2,True,1,5,2,False,True,False,False,1,False,False,True,False,True,0,0,False,False,True,0,True,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
1447,1,False,24,19-30,True,True,4,6,2,True,2,2,1,False,False,False,False,0,False,False,False,True,True,0,0,False,False,False,3,False,False,False,2,True,False,False,True,True,False,False,False,False,False,0,0,0,0,test
1448,4,True,27,19-30,False,False,5,5,3,True,5,2,2,False,False,False,False,2,True,False,False,False,False,1,4,False,False,True,3,True,True,True,2,True,True,False,False,True,True,False,False,False,False,1,0,1,0,test
1449,6,True,22,19-30,True,False,4,5,3,True,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,2,True,True,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
