row_id,country,country_ID,is_urban,age,age_grp,female,married,religion,religion_Id,relationship_to_hh_head,relationship_to_hh_head_ID,education_level,literacy,can_add,can_divide,can_calc_percents,can_calc_compounding,employed_last_year,employment_category_last_year,employment_category_last_year_Id,employment_type_last_year,employment_type_last_year_Id,share_hh_income_provided,income_ag_livestock_last_year,income_friends_family_last_year,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,bank_interest_rate,mm_interest_rate,mfi_interest_rate,other_fsp_interest_rate,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_call,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,poverty_probability
917,D,3,FALSE,34,30-40,FALSE,TRUE,X,5,Head,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,irregular_seasonal,1,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,1,2,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,5,0.895
918,I,6,TRUE,30,19-30,TRUE,TRUE,Q,4,Spouse,6,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.482
919,G,5,TRUE,19,15-18,TRUE,FALSE,X,5,Son/Daughter,5,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,2,2.5,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,5,0.122
920,A,1,FALSE,31,30-40,TRUE,TRUE,Q,4,Spouse,6,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0.843
921,G,5,FALSE,55,40+,TRUE,FALSE,X,5,Head,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,self_employed,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,1,5,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,1,8,0.557
922,C,2,FALSE,70,40+,FALSE,TRUE,Q,4,Head,2,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,other,3,other,3,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,3,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.664
923,D,3,FALSE,44,40+,TRUE,FALSE,X,5,Head,2,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,1,self_employed,5,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,1,1,FALSE,FALSE,TRUE,2,TRUE,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.612
924,J,7,FALSE,36,30-40,TRUE,TRUE,X,5,Spouse,6,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,salaried,4,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,2,2,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.95
925,A,1,TRUE,45,40+,FALSE,TRUE,Q,4,Head,2,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,other,3,other,3,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,0,0,FALSE,TRUE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0.409
926,G,5,TRUE,62,40+,TRUE,FALSE,X,5,Head,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,retired_or_disabled,4,not_working,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,2,4,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.876
927,I,6,FALSE,48,40+,TRUE,TRUE,Q,4,Spouse,6,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.548
928,D,3,FALSE,24,19-30,TRUE,FALSE,Q,4,Head,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,other,3,other,3,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,5,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.999
929,F,4,FALSE,75,40+,FALSE,TRUE,X,5,Head,2,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,1,self_employed,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,0,0,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,3,0.191
930,J,7,FALSE,35,30-40,TRUE,FALSE,X,5,Head,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,employed,1,self_employed,5,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,3,4.333333333,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,4,0.929
931,I,6,TRUE,46,40+,TRUE,TRUE,Q,4,Spouse,6,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,housewife_or_student,2,not_working,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.846
932,I,6,FALSE,25,19-30,TRUE,TRUE,Q,4,Spouse,6,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,2,not_working,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.482
933,C,2,FALSE,40,30-40,TRUE,TRUE,P,3,Spouse,6,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.939
934,D,3,FALSE,29,19-30,TRUE,TRUE,Q,4,Head,2,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,self_employed,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,2,3.5,FALSE,FALSE,FALSE,3,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0.97
935,J,7,TRUE,25,19-30,TRUE,TRUE,X,5,Spouse,6,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,housewife_or_student,2,not_working,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,1,2,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,2,0.342
936,I,6,FALSE,63,40+,TRUE,FALSE,Q,4,Father/Mother,1,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.268
937,C,2,TRUE,35,30-40,FALSE,TRUE,P,3,Head,2,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,1,salaried,4,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.079
938,D,3,FALSE,46,40+,TRUE,TRUE,X,5,Spouse,6,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,salaried,4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,2,3.5,TRUE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.796
939,F,4,FALSE,20,19-30,FALSE,FALSE,Q,4,Son/Daughter,5,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,other,3,other,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1
940,I,6,FALSE,26,19-30,FALSE,TRUE,Q,4,Head,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,salaried,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.886
941,G,5,TRUE,35,30-40,FALSE,TRUE,X,5,Head,2,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,1,self_employed,5,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,2,2.5,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,2,7,0.295
942,J,7,TRUE,32,30-40,FALSE,TRUE,Q,4,Head,2,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,employed,1,irregular_seasonal,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,4,5,TRUE,TRUE,FALSE,0,TRUE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.95
943,I,6,FALSE,40,30-40,FALSE,TRUE,Q,4,Sister/Brother,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,self_employed,5,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.961
944,A,1,TRUE,40,30-40,FALSE,TRUE,Q,4,Head,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,salaried,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0.879
945,G,5,FALSE,23,19-30,FALSE,FALSE,N,1,Head,2,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,1,salaried,4,3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,3,1.333333333,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,6,0.768
946,C,2,TRUE,22,19-30,FALSE,FALSE,P,3,Son/Daughter,5,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,housewife_or_student,2,not_working,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.282
947,F,4,TRUE,44,40+,FALSE,TRUE,X,5,Head,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,salaried,4,5,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,2,5,TRUE,TRUE,FALSE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,5,0.63
948,G,5,TRUE,54,40+,TRUE,FALSE,X,5,Head,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,unemployed,5,not_working,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,2,1,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,3,0.437
949,A,1,TRUE,35,30-40,TRUE,TRUE,Q,4,Spouse,6,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,self_employed,5,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,1,4,TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,2,0.604
950,G,5,FALSE,41,40+,FALSE,TRUE,X,5,Head,2,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,1,salaried,4,5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,,,10,,2,3,TRUE,FALSE,TRUE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,1,9,0.267
951,I,6,TRUE,18,15-18,FALSE,FALSE,Q,4,Son/Daughter,5,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,salaried,4,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.26
952,J,7,FALSE,31,30-40,TRUE,FALSE,X,5,Father/Mother,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,1,self_employed,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,3,5,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.95
953,F,4,FALSE,70,40+,FALSE,TRUE,X,5,Head,2,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,other,3,other,3,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,4,1,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.492
954,A,1,FALSE,27,19-30,TRUE,TRUE,Q,4,Spouse,6,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,3,TRUE,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.843
955,C,2,TRUE,23,19-30,FALSE,FALSE,P,3,Son/Daughter,5,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,1,salaried,4,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,,0,,,0,0,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0.394
956,F,4,FALSE,23,19-30,FALSE,FALSE,Q,4,Son/Daughter,5,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,1,irregular_seasonal,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,3,3.666666667,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.449
957,I,6,TRUE,58,40+,FALSE,TRUE,Q,4,Head,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,salaried,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,1,5,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.886
958,A,1,FALSE,45,40+,FALSE,TRUE,P,3,Head,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,self_employed,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.949
959,I,6,FALSE,33,30-40,TRUE,TRUE,Q,4,Spouse,6,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,2,not_working,2,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,1,3,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.728
960,D,3,FALSE,75,40+,TRUE,FALSE,Q,4,Spouse,6,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,retired_or_disabled,4,not_working,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,1,1,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.757
961,G,5,FALSE,59,40+,TRUE,TRUE,X,5,Spouse,6,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,employed,1,salaried,4,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,TRUE,,,,,3,1.333333333,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,6,0.803
962,I,6,TRUE,40,30-40,TRUE,TRUE,Q,4,Spouse,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,5,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.584
963,C,2,FALSE,55,40+,TRUE,TRUE,Q,4,Spouse,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,employed,1,irregular_seasonal,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.664
964,I,6,FALSE,28,19-30,TRUE,TRUE,Q,4,Spouse,6,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.268
965,I,6,TRUE,41,40+,TRUE,TRUE,Q,4,Spouse,6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,5,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.482
966,F,4,FALSE,36,30-40,FALSE,FALSE,X,5,Head,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,self_employed,5,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,2,2.5,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.035
967,J,7,FALSE,18,15-18,FALSE,FALSE,X,5,Son/Daughter,5,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,4,5,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.929
968,D,3,TRUE,30,19-30,TRUE,FALSE,X,5,Spouse,6,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,1,salaried,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,5,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0.612
969,G,5,TRUE,17,15-18,FALSE,FALSE,X,5,Son/Daughter,5,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,1,2,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,3,0.355
